purpose,gender,age,income,household,children,edu,occupation,ncars,scenario,choice,TT1,C1,WT1,TT2,C2,WT2,TT3,C3,WT3,TT4,C4,WT4,TT5,C5,WT5,choice_rainy,id_panel
1,1,4,3,4,2,3,3,2,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,671
1,1,4,3,2,0,4,1,2,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,672
1,2,2,2,3,0,3,2,3,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,673
2,1,3,3,3,1,3,1,2,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,674
3,2,4,2,4,2,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,675
1,1,4,2,4,2,1,2,2,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,676
3,2,2,2,3,1,3,1,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,677
1,2,4,1,4,2,2,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,678
1,2,1,1,4,2,2,2,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,679
1,1,5,2,4,3,1,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,680
1,2,4,2,3,1,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,681
1,2,4,2,4,2,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,682
1,2,4,1,3,1,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,683
1,2,4,2,3,1,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,684
1,2,4,2,4,2,3,1,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,5,685
4,1,2,1,4,3,3,4,0,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,686
1,2,4,2,4,3,3,1,2,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,687
1,2,5,2,2,2,3,1,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,5,688
1,1,5,2,2,0,3,1,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,689
1,2,1,1,4,3,3,4,2,2,5,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,690
1,1,2,2,2,0,3,2,2,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,691
1,2,1,1,2,0,3,2,2,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,692
3,2,5,2,3,1,1,5,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,693
1,1,4,1,1,0,1,3,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,694
1,1,6,2,4,3,4,5,2,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,695
1,2,4,2,4,3,3,1,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,696
1,1,4,1,3,0,3,2,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,697
2,1,1,1,4,3,3,4,0,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,698
1,1,5,2,4,3,4,1,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,5,699
1,2,1,1,2,0,3,2,2,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,700
1,1,4,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,701
1,1,5,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,702
1,2,5,2,4,2,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,703
1,2,4,2,4,2,4,1,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,704
2,1,6,2,3,1,3,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,705
1,2,4,2,4,3,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,706
2,1,6,2,4,2,3,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,707
2,2,6,2,3,1,3,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,708
1,1,2,1,3,0,3,2,0,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,709
1,2,2,1,2,0,2,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,710
1,1,2,1,4,1,1,1,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,711
1,2,5,1,2,0,1,1,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,712
3,2,5,1,2,0,3,4,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,713
3,2,5,1,2,0,3,4,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,714
3,2,2,2,3,1,3,1,1,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,715
2,1,6,3,2,0,3,5,1,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,716
1,1,4,1,3,1,1,2,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,717
4,1,5,1,4,2,6,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,718
1,1,2,2,2,0,3,3,4,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,719
1,1,2,2,2,0,3,3,4,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,720
1,2,2,1,4,2,3,2,0,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,721
1,1,5,2,4,2,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,722
4,2,3,3,3,1,3,2,2,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,723
1,2,3,2,2,0,3,2,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,724
4,2,3,3,3,1,3,2,2,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,725
1,1,4,3,4,3,1,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,726
2,2,5,1,4,2,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,727
2,2,5,1,4,2,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,728
3,1,4,2,4,2,6,3,2,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,729
1,1,4,2,1,0,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,730
3,1,5,2,4,0,2,5,3,2,5,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,5,731
1,2,5,2,1,1,4,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,732
3,1,6,1,2,0,3,5,1,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,733
2,2,1,1,4,2,3,6,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,734
1,2,4,2,1,0,4,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,735
1,2,3,2,3,1,4,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,736
1,2,4,2,1,0,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,737
1,2,5,2,4,2,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,738
1,2,2,1,4,0,4,2,1,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,739
1,2,1,1,1,0,3,6,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,740
2,2,4,2,4,2,4,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,741
3,2,6,2,3,1,1,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,742
1,2,3,2,1,0,3,2,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,743
1,1,5,2,4,3,3,1,2,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,744
1,1,2,1,4,1,1,1,0,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,745
2,1,6,2,3,1,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,746
2,2,6,2,1,0,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,747
2,2,6,2,3,1,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,748
2,1,6,1,1,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,749
1,1,2,2,1,0,4,2,1,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,750
2,1,6,1,2,1,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,751
2,2,6,1,4,2,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,752
2,1,6,2,1,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,753
2,2,6,1,4,2,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,754
2,1,6,1,1,0,1,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,755
2,1,6,2,4,2,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,756
1,2,4,2,3,1,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,757
1,2,2,1,2,0,3,2,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,758
2,2,1,1,4,3,3,6,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,759
1,2,5,2,2,2,1,2,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,760
3,1,1,1,1,1,1,4,0,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,761
5,2,5,1,2,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,762
4,2,3,2,3,1,2,3,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,763
1,1,4,2,4,2,4,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,764
1,2,4,2,3,1,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,765
1,1,2,1,4,1,1,1,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,766
2,2,6,2,4,2,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,767
2,2,6,2,4,2,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,768
2,2,6,2,3,1,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,769
2,2,6,1,4,2,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,770
1,2,4,2,4,3,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,771
1,2,4,2,4,2,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,772
1,2,4,2,4,2,1,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,773
1,2,3,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,774
2,1,6,1,2,0,1,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,775
4,1,6,2,3,1,3,5,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,776
1,1,2,1,4,1,1,1,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,777
1,1,4,2,4,2,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,778
1,2,4,2,3,1,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,779
1,2,2,2,2,0,4,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,780
1,2,3,2,3,1,4,2,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,781
2,2,3,2,4,2,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,782
2,2,6,2,3,1,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,783
1,1,5,3,4,2,3,1,1,2,4,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,4,784
2,2,6,2,2,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,785
2,1,6,1,2,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,786
2,2,1,1,4,2,3,6,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,787
2,2,6,2,4,2,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,788
2,2,6,2,3,1,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,789
5,2,5,1,2,0,6,4,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,790
1,1,2,1,4,1,1,1,0,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,791
3,1,6,1,2,0,1,5,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,792
4,2,2,2,3,1,4,3,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,793
1,2,3,2,3,1,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,794
1,1,3,2,3,1,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,795
1,2,3,2,4,2,4,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,796
1,2,4,2,4,2,4,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,797
1,1,4,2,4,2,5,1,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,798
1,2,5,2,4,2,3,1,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,799
1,2,4,3,4,2,4,1,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,800
1,2,4,2,4,2,3,2,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,801
1,2,4,3,4,2,3,2,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,802
3,2,5,1,4,2,1,4,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,803
3,2,1,1,2,0,1,4,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,804
3,2,2,1,2,0,1,4,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,805
1,2,3,2,3,1,2,2,2,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,806
1,2,4,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,807
1,1,2,1,4,1,1,1,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,808
1,2,3,2,3,1,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,809
1,1,5,2,4,2,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,810
1,2,5,2,4,3,3,2,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,811
1,2,4,2,4,3,4,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,812
1,1,4,2,4,2,1,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,813
1,2,5,2,1,0,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,814
2,2,3,2,2,0,1,4,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,815
2,1,6,1,1,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,816
1,2,4,1,1,0,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,817
2,2,6,1,1,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,818
4,2,1,1,4,2,1,6,1,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,819
2,1,6,1,2,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,820
3,2,2,1,2,0,1,4,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,821
1,2,4,2,3,1,1,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,822
5,1,4,3,4,3,6,5,2,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,823
1,2,5,2,4,2,1,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,824
1,2,4,2,3,1,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,825
1,2,4,2,4,3,1,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,826
2,2,6,2,4,3,3,5,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,827
3,1,6,1,2,0,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,828
2,2,6,2,4,3,1,5,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,829
1,2,4,2,4,3,1,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,830
1,2,4,2,3,1,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,831
2,2,6,2,3,1,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,832
2,2,6,2,4,2,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,833
2,2,6,2,3,1,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,834
2,1,6,2,4,2,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,835
2,2,6,2,4,3,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,836
2,2,6,2,4,2,1,5,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,837
1,2,4,2,3,1,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,838
1,2,3,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,839
1,1,4,2,2,0,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,840
1,1,4,2,2,0,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,841
1,2,2,2,4,2,3,2,2,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,842
2,1,5,2,3,1,2,2,1,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,843
1,1,4,2,4,2,4,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,844
1,2,3,2,3,1,5,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,845
1,1,3,2,2,0,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,846
1,2,4,2,2,0,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,847
1,2,4,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,848
1,2,3,2,3,2,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,849
1,1,3,2,2,0,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,850
1,1,2,1,4,1,1,1,0,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,851
1,1,3,2,2,0,2,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,852
1,2,4,2,2,0,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,853
1,1,5,2,4,2,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,854
1,2,1,1,4,3,3,6,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,855
4,2,2,2,3,1,2,2,2,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,856
1,1,5,2,4,3,1,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,857
1,2,4,2,2,0,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,858
1,2,4,2,2,0,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,859
1,1,3,2,3,1,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,860
1,1,3,2,1,0,5,2,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,861
1,2,4,2,2,0,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,862
3,1,4,2,2,1,6,4,0,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,863
1,1,5,2,4,2,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,864
1,2,1,1,3,1,3,6,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,865
1,1,4,2,4,2,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,866
1,1,4,2,4,3,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,867
1,2,4,2,2,0,1,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,868
1,1,2,1,4,1,1,1,0,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,869
1,1,2,1,4,1,1,1,0,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,870
1,2,4,2,1,0,4,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,871
1,1,4,2,2,0,3,2,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,872
1,2,4,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,873
1,2,4,2,3,1,3,1,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,874
2,1,3,2,4,1,2,2,2,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,875
1,2,4,2,1,0,5,3,0,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,876
1,2,4,1,2,0,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,877
1,2,5,2,3,1,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,878
1,2,5,2,2,0,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,879
1,2,4,2,4,2,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,880
1,2,4,2,3,1,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,881
1,2,3,2,3,1,4,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,882
1,1,5,2,2,0,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,883
1,2,5,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,884
1,2,5,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,885
1,2,5,2,4,2,3,2,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,886
1,2,5,2,3,1,1,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,887
1,1,5,2,2,0,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,888
1,2,5,2,2,1,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,889
1,2,4,2,4,2,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,890
1,2,4,2,3,1,3,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,891
3,1,4,3,3,1,2,3,1,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,1,892
1,1,3,2,1,0,5,2,1,2,1,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,893
1,2,4,2,3,1,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,894
4,2,5,2,4,1,3,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,895
1,2,5,2,3,1,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,896
3,2,5,2,4,2,1,5,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,897
1,2,5,2,4,2,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,898
1,2,5,2,3,1,4,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,899
1,2,5,2,4,2,3,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,900
1,2,4,2,3,1,4,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,901
1,2,4,2,2,0,1,3,2,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,902
1,1,5,2,1,0,1,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,903
1,2,4,2,1,0,1,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,904
2,1,3,2,2,1,2,2,1,2,2,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,2,905
1,2,3,3,3,1,5,3,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,906
1,2,5,2,3,1,3,1,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,907
3,2,6,1,3,1,1,4,0,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,908
1,1,4,2,4,2,3,2,1,2,3,45,5,3,45,10,0,30,1.4,6,30,7,0,50,3,10,3,909
