COUNT;DATE;MONTH;YEAR;TIME;O(t);V(t);V(t-1)
3575;22;5;2000;5:21:00PM;31.1;81;79
3576;22;5;2000;5:22:30PM;21.66;71;81
3577;22;5;2000;5:24:00PM;20.08;71;71
3578;22;5;2000;5:25:30PM;18.11;73;71
3579;22;5;2000;5:27:00PM;43.31;70;73
3580;22;5;2000;5:28:30PM;30.71;64;70
3581;22;5;2000;5:30:00PM;46.85;71;64
3582;22;5;2000;5:31:30PM;49.61;69;71
3583;22;5;2000;5:33:00PM;53.15;86;69
3584;22;5;2000;5:34:30PM;37.4;74;86
3585;22;5;2000;5:36:00PM;34.65;76;74
3586;22;5;2000;5:37:30PM;31.5;68;76
3587;22;5;2000;5:39:00PM;16.54;62;68
3588;22;5;2000;5:40:30PM;29.14;76;62
3589;22;5;2000;5:42:00PM;27.95;80;76
3590;22;5;2000;5:43:30PM;29.92;92;80
3591;22;5;2000;5:45:00PM;35.83;85;92
3592;22;5;2000;5:46:30PM;30.32;75;85
3593;22;5;2000;5:48:00PM;31.1;83;75
3594;22;5;2000;5:49:30PM;25.59;83;83
3595;22;5;2000;5:51:00PM;21.26;75;83
3596;22;5;2000;5:52:30PM;28.35;81;75
3597;22;5;2000;5:54:00PM;48.82;71;81
3598;22;5;2000;5:55:30PM;27.56;82;71
3599;22;5;2000;5:57:00PM;41.74;78;82
3600;22;5;2000;5:58:30PM;27.56;70;78
3601;22;5;2000;6:00:00PM;18.11;78;70
3602;22;5;2000;6:01:30PM;24.02;71;78
3603;22;5;2000;6:03:00PM;29.53;78;71
3604;22;5;2000;6:04:30PM;31.5;89;78
3605;22;5;2000;6:06:00PM;16.14;63;89
3606;22;5;2000;6:07:30PM;35.44;84;63
3607;22;5;2000;6:09:00PM;30.32;77;84
3608;22;5;2000;6:10:30PM;28.74;74;77
3609;22;5;2000;6:12:00PM;33.47;73;74
3610;22;5;2000;6:13:30PM;37.8;70;73
3611;22;5;2000;6:15:00PM;43.31;71;70
3612;22;5;2000;6:16:30PM;40.95;64;71
3613;22;5;2000;6:18:00PM;37.8;77;64
3614;22;5;2000;6:19:30PM;48.82;68;77
3615;22;5;2000;6:21:00PM;39.77;75;68
3616;22;5;2000;6:22:30PM;44.12;79;75
3617;22;5;2000;6:24:00PM;48.43;82;79
3618;22;5;2000;6:25:30PM;55.52;79;82
3619;22;5;2000;6:27:00PM;34.25;66;79
3620;22;5;2000;6:28:30PM;18.11;75;66
3621;22;5;2000;6:30:00PM;18.9;62;75
3622;22;5;2000;6:31:30PM;27.95;60;62
3623;22;5;2000;6:33:00PM;18.9;71;60
3624;22;5;2000;6:34:30PM;29.53;63;71
3625;22;5;2000;6:36:00PM;22.05;79;63
3626;22;5;2000;6:37:30PM;17.32;68;79
3627;22;5;2000;6:39:00PM;18.51;56;68
3628;22;5;2000;6:40:30PM;18.11;68;56
3629;22;5;2000;6:42:00PM;20.08;75;68
3630;22;5;2000;6:43:30PM;30.32;84;75
3631;22;5;2000;6:45:00PM;30.71;84;84
3632;22;5;2000;6:46:30PM;31.1;70;84
3633;22;5;2000;6:48:00PM;18.51;68;70
3634;22;5;2000;6:49:30PM;33.86;78;68
3635;22;5;2000;6:51:00PM;26.38;71;78
3636;22;5;2000;6:52:30PM;23.62;70;71
3637;22;5;2000;6:54:00PM;33.07;86;70
3638;22;5;2000;6:55:30PM;40.55;79;86
3639;22;5;2000;6:57:00PM;12.99;54;79
3640;22;5;2000;6:58:30PM;29.92;62;54
3641;22;5;2000;7:00:00PM;21.26;75;62
3642;22;5;2000;7:01:30PM;30.71;86;75
3643;22;5;2000;7:03:00PM;28.35;75;86
3644;22;5;2000;7:04:30PM;16.14;58;75
3645;22;5;2000;7:06:00PM;20.47;52;58
3646;22;5;2000;7:07:30PM;58.27;54;52
3647;22;5;2000;7:09:00PM;56.7;49;54
3648;22;5;2000;7:10:30PM;54.33;45;49
3649;22;5;2000;7:12:00PM;54.73;45;45
3650;22;5;2000;7:13:30PM;56.7;51;45
3651;22;5;2000;7:15:00PM;52.37;44;51
3652;22;5;2000;7:16:30PM;60.24;69;44
3653;22;5;2000;7:18:00PM;22.84;63;69
3654;22;5;2000;7:19:30PM;16.93;60;63
3655;22;5;2000;7:21:00PM;27.95;67;60
3656;22;5;2000;7:22:30PM;22.84;77;67
3657;22;5;2000;7:24:00PM;18.11;74;77
3658;22;5;2000;7:25:30PM;23.23;82;74
3659;22;5;2000;7:27:00PM;24.02;69;82
3660;22;5;2000;7:28:30PM;10.63;50;69
3661;22;5;2000;7:30:00PM;23.23;75;50
3662;22;5;2000;7:31:30PM;21.26;78;75
3663;22;5;2000;7:33:00PM;26.38;82;78
3664;22;5;2000;7:34:30PM;12.99;45;82
3665;22;5;2000;7:36:00PM;15.36;67;45
3666;22;5;2000;7:37:30PM;15.75;70;67
3667;22;5;2000;7:39:00PM;26.38;87;70
3668;22;5;2000;7:40:30PM;37.01;73;87
3669;22;5;2000;7:42:00PM;32.68;73;73
3670;22;5;2000;7:43:30PM;15.75;61;73
3671;22;5;2000;7:45:00PM;27.56;58;61
3672;22;5;2000;7:46:30PM;17.72;64;58
3673;22;5;2000;7:48:00PM;27.56;61;64
3674;22;5;2000;7:49:30PM;20.08;69;61
3675;22;5;2000;7:51:00PM;11.02;54;69
3676;22;5;2000;7:52:30PM;33.07;79;54
3677;22;5;2000;7:54:00PM;25.99;84;79
3678;22;5;2000;7:55:30PM;27.56;78;84
3679;22;5;2000;7:57:00PM;27.95;80;78
3680;22;5;2000;7:58:30PM;25.59;73;80
3681;22;5;2000;8:00:00PM;21.26;46;73
3682;22;5;2000;8:01:30PM;27.17;83;46
3683;22;5;2000;8:03:00PM;26.77;68;83
3684;22;5;2000;8:04:30PM;22.44;65;68
3685;22;5;2000;8:06:00PM;24.41;65;65
3686;22;5;2000;8:07:30PM;24.02;81;65
3687;22;5;2000;8:09:00PM;25.59;72;81
3688;22;5;2000;8:10:30PM;18.9;71;72
3689;22;5;2000;8:12:00PM;34.65;84;71
3690;22;5;2000;8:13:30PM;32.68;75;84
3691;22;5;2000;8:15:00PM;37.8;69;75
3692;22;5;2000;8:16:30PM;24.81;79;69
3693;22;5;2000;8:18:00PM;33.47;64;79
3694;22;5;2000;8:19:30PM;25.59;71;64
3695;22;5;2000;8:21:00PM;19.69;70;71
3696;22;5;2000;8:22:30PM;18.11;86;70
3697;22;5;2000;8:24:00PM;14.96;70;86
3698;22;5;2000;8:25:30PM;13.39;59;70
3699;22;5;2000;8:27:00PM;20.08;71;59
3700;22;5;2000;8:28:30PM;35.83;76;71
3701;22;5;2000;8:30:00PM;22.44;71;76
3702;22;5;2000;8:31:30PM;16.93;60;71
3703;22;5;2000;8:33:00PM;20.47;75;60
3704;22;5;2000;8:34:30PM;21.66;73;75
3705;22;5;2000;8:36:00PM;19.69;72;73
3706;22;5;2000;8:37:30PM;62.21;51;72
3707;22;5;2000;8:39:00PM;100.01;28;51
3708;22;5;2000;8:40:30PM;51.97;77;28
3709;22;5;2000;8:42:00PM;58.27;85;77
3710;22;5;2000;8:43:30PM;55.12;80;85
3711;22;5;2000;8:45:00PM;48.82;74;80
3712;22;5;2000;8:46:30PM;46.85;76;74
3713;22;5;2000;8:48:00PM;34.25;65;76
3714;22;5;2000;8:49:30PM;14.17;60;65
3715;22;5;2000;8:51:00PM;13.78;49;60
3716;22;5;2000;8:52:30PM;24.81;79;49
3717;22;5;2000;8:54:00PM;21.66;70;79
3718;22;5;2000;8:55:30PM;24.41;73;70
3719;22;5;2000;8:57:00PM;26.77;68;73
3720;22;5;2000;8:58:30PM;13.39;61;68
3721;22;5;2000;9:00:00PM;18.9;66;61
3722;22;5;2000;9:01:30PM;20.08;65;66
3723;22;5;2000;9:03:00PM;15.36;59;65
3724;22;5;2000;9:04:30PM;22.44;69;59
3725;22;5;2000;9:06:00PM;31.1;82;69
3726;22;5;2000;9:07:30PM;30.71;81;82
3727;22;5;2000;9:09:00PM;16.54;67;81
3728;22;5;2000;9:10:30PM;26.77;62;67
3729;22;5;2000;9:12:00PM;19.29;70;62
3730;22;5;2000;9:13:30PM;18.11;65;70
3731;22;5;2000;9:15:00PM;18.51;61;65
3732;22;5;2000;9:16:30PM;29.14;73;61
3733;22;5;2000;9:18:00PM;25.59;79;73
3734;22;5;2000;9:19:30PM;14.96;58;79
3735;22;5;2000;9:21:00PM;21.66;78;58
3736;22;5;2000;9:22:30PM;17.72;65;78
3737;22;5;2000;9:24:00PM;12.21;62;65
3738;22;5;2000;9:25:30PM;18.51;64;62
3739;22;5;2000;9:27:00PM;25.2;75;64
3740;22;5;2000;9:28:30PM;18.51;67;75
3741;22;5;2000;9:30:00PM;23.23;72;67
3742;22;5;2000;9:31:30PM;24.41;69;72
3743;22;5;2000;9:33:00PM;23.23;68;69
3744;22;5;2000;9:34:30PM;26.38;84;68
3745;22;5;2000;9:36:00PM;9.84;45;84
3746;22;5;2000;9:37:30PM;18.9;75;45
3747;22;5;2000;9:39:00PM;17.72;67;75
3748;22;5;2000;9:40:30PM;15.75;60;67
3749;22;5;2000;9:42:00PM;20.47;75;60
3750;22;5;2000;9:43:30PM;21.66;79;75
3751;22;5;2000;9:45:00PM;18.51;69;79
3752;22;5;2000;9:46:30PM;20.47;65;69
3753;22;5;2000;9:48:00PM;22.44;77;65
3754;22;5;2000;9:49:30PM;11.42;54;77
3755;22;5;2000;9:51:00PM;22.05;53;54
3756;22;5;2000;9:52:30PM;19.69;77;53
3757;22;5;2000;9:54:00PM;17.72;58;77
3758;22;5;2000;9:55:30PM;15.75;65;58
3759;22;5;2000;9:57:00PM;12.99;58;65
3760;22;5;2000;9:58:30PM;14.96;68;58
3761;22;5;2000;10:00:00PM;14.17;68;68
3762;22;5;2000;10:01:30PM;12.6;58;68
3763;22;5;2000;10:03:00PM;19.69;70;58
3764;22;5;2000;10:04:30PM;18.51;72;70
3765;22;5;2000;10:06:00PM;26.38;65;72
3766;22;5;2000;10:07:30PM;11.42;55;65
3767;22;5;2000;10:09:00PM;17.32;61;55
3768;22;5;2000;10:10:30PM;20.87;72;61
3769;22;5;2000;10:12:00PM;19.29;72;72
3770;22;5;2000;10:13:30PM;16.55;66;72
3771;22;5;2000;10:15:00PM;13.78;60;66
3772;22;5;2000;10:16:30PM;14.17;66;60
3773;22;5;2000;10:18:00PM;12.6;60;66
3774;22;5;2000;10:19:30PM;14.96;60;60
3775;22;5;2000;10:21:00PM;22.05;54;60
3776;22;5;2000;10:22:30PM;17.32;70;54
3777;22;5;2000;10:24:00PM;13.78;60;70
3778;22;5;2000;10:25:30PM;18.51;59;60
3779;22;5;2000;10:27:00PM;17.72;75;59
3780;22;5;2000;10:28:30PM;12.99;60;75
3781;22;5;2000;10:30:00PM;12.6;55;60
3782;22;5;2000;10:31:30PM;13.78;68;55
3783;22;5;2000;10:33:00PM;13.78;63;68
3784;22;5;2000;10:34:30PM;12.21;59;63
3785;22;5;2000;10:36:00PM;16.93;63;59
3786;22;5;2000;10:37:30PM;12.6;61;63
3787;22;5;2000;10:39:00PM;12.99;56;61
3788;22;5;2000;10:40:30PM;9.45;48;56
3789;22;5;2000;10:42:00PM;14.57;62;48
3790;22;5;2000;10:43:30PM;17.32;64;62
3791;22;5;2000;10:45:00PM;17.32;61;64
3792;22;5;2000;10:46:30PM;9.45;51;61
3793;22;5;2000;10:48:00PM;22.44;73;51
3794;22;5;2000;10:49:30PM;9.84;44;73
3795;22;5;2000;10:51:00PM;19.29;52;44
3796;22;5;2000;10:52:30PM;14.57;63;52
3797;22;5;2000;10:54:00PM;11.02;54;63
3798;22;5;2000;10:55:30PM;11.42;52;54
3799;22;5;2000;10:57:00PM;11.42;57;52
3800;22;5;2000;10:58:30PM;17.32;63;57
3801;22;5;2000;11:00:00PM;13.39;60;63
3802;22;5;2000;11:01:30PM;12.99;59;60
3803;22;5;2000;11:03:00PM;11.81;54;59
3804;22;5;2000;11:04:30PM;15.36;60;54
3805;22;5;2000;11:06:00PM;7.48;47;60
3806;22;5;2000;11:07:30PM;12.99;61;47
3807;22;5;2000;11:09:00PM;14.57;55;61
3808;22;5;2000;11:10:30PM;12.21;52;55
3809;22;5;2000;11:12:00PM;12.21;62;52
3810;22;5;2000;11:13:30PM;15.75;72;62
3811;22;5;2000;11:15:00PM;4.72;23;72
3812;22;5;2000;11:16:30PM;8.66;50;23
3813;22;5;2000;11:18:00PM;15.75;67;50
3814;22;5;2000;11:19:30PM;20.47;79;67
3815;22;5;2000;11:21:00PM;21.26;50;79
3816;22;5;2000;11:22:30PM;12.6;58;50
3817;22;5;2000;11:24:00PM;13.39;52;58
3818;22;5;2000;11:25:30PM;11.42;56;52
3819;22;5;2000;11:27:00PM;12.6;61;56
3820;22;5;2000;11:28:30PM;7.09;31;61
3821;22;5;2000;11:30:00PM;18.51;69;31
3822;22;5;2000;11:31:30PM;15.75;61;69
3823;22;5;2000;11:33:00PM;12.21;55;61
3824;22;5;2000;11:34:30PM;11.42;59;55
3825;22;5;2000;11:36:00PM;10.24;52;59
3826;22;5;2000;11:37:30PM;14.17;64;52
3827;22;5;2000;11:39:00PM;13.39;58;64
3828;22;5;2000;11:40:30PM;12.6;53;58
3829;22;5;2000;11:42:00PM;11.81;60;53
3830;22;5;2000;11:43:30PM;10.63;55;60
3831;22;5;2000;11:45:00PM;12.6;59;55
3832;22;5;2000;11:46:30PM;11.81;49;59
3833;22;5;2000;11:48:00PM;13.39;58;49
3834;22;5;2000;11:49:30PM;7.09;39;58
3835;22;5;2000;11:51:00PM;11.81;53;39
3836;22;5;2000;11:52:30PM;16.14;63;53
3837;22;5;2000;11:54:00PM;15.75;50;63
3838;22;5;2000;11:55:30PM;11.02;55;50
3839;22;5;2000;11:57:00PM;8.27;46;55
3840;22;5;2000;11:58:30PM;7.48;47;46
3841;23;5;2000;12:00:00AM;9.45;51;47
3842;23;5;2000;12:01:30AM;9.45;48;51
3843;23;5;2000;12:03:00AM;12.21;52;48
3844;23;5;2000;12:04:30AM;12.99;54;52
3845;23;5;2000;12:06:00AM;9.45;49;54
3846;23;5;2000;12:07:30AM;9.45;41;49
3847;23;5;2000;12:09:00AM;7.09;44;41
3848;23;5;2000;12:10:30AM;11.81;55;44
3849;23;5;2000;12:12:00AM;9.45;47;55
3850;23;5;2000;12:13:30AM;6.69;39;47
3851;23;5;2000;12:15:00AM;9.06;49;39
3852;23;5;2000;12:16:30AM;9.45;47;49
3853;23;5;2000;12:18:00AM;11.02;54;47
3854;23;5;2000;12:19:30AM;8.66;44;54
3855;23;5;2000;12:21:00AM;8.66;47;44
3856;23;5;2000;12:22:30AM;8.66;49;47
3857;23;5;2000;12:24:00AM;12.99;55;49
3858;23;5;2000;12:25:30AM;8.27;44;55
3859;23;5;2000;12:27:00AM;5.91;37;44
3860;23;5;2000;12:28:30AM;8.27;47;37
3861;23;5;2000;12:30:00AM;9.06;45;47
3862;23;5;2000;12:31:30AM;9.45;49;45
3863;23;5;2000;12:33:00AM;9.06;45;49
3864;23;5;2000;12:34:30AM;9.06;48;45
3865;23;5;2000;12:36:00AM;5.91;33;48
3866;23;5;2000;12:37:30AM;8.66;51;33
3867;23;5;2000;12:39:00AM;10.24;51;51
3868;23;5;2000;12:40:30AM;16.93;53;51
3869;23;5;2000;12:42:00AM;7.48;43;53
3870;23;5;2000;12:43:30AM;9.45;47;43
3871;23;5;2000;12:45:00AM;9.06;49;47
3872;23;5;2000;12:46:30AM;10.63;54;49
3873;23;5;2000;12:48:00AM;7.09;39;54
3874;23;5;2000;12:49:30AM;8.66;48;39
3875;23;5;2000;12:51:00AM;4.72;28;48
3876;23;5;2000;12:52:30AM;9.06;48;28
3877;23;5;2000;12:54:00AM;5.51;30;48
3878;23;5;2000;12:55:30AM;8.66;45;30
3879;23;5;2000;12:57:00AM;3.94;23;45
3880;23;5;2000;12:58:30AM;9.45;52;23
3881;23;5;2000;1:00:00AM;7.09;37;52
3882;23;5;2000;1:01:30AM;6.3;32;37
3883;23;5;2000;1:03:00AM;7.09;35;32
3884;23;5;2000;1:04:30AM;7.09;36;35
3885;23;5;2000;1:06:00AM;6.69;36;36
3886;23;5;2000;1:07:30AM;10.63;53;36
3887;23;5;2000;1:09:00AM;5.51;28;53
3888;23;5;2000;1:10:30AM;14.57;51;28
3889;23;5;2000;1:12:00AM;5.91;30;51
3890;23;5;2000;1:13:30AM;7.87;41;30
3891;23;5;2000;1:15:00AM;5.51;33;41
3892;23;5;2000;1:16:30AM;7.87;41;33
3893;23;5;2000;1:18:00AM;5.12;30;41
3894;23;5;2000;1:19:30AM;5.51;31;30
3895;23;5;2000;1:21:00AM;6.3;34;31
3896;23;5;2000;1:22:30AM;5.91;35;34
3897;23;5;2000;1:24:00AM;6.69;37;35
3898;23;5;2000;1:25:30AM;6.69;33;37
3899;23;5;2000;1:27:00AM;6.3;31;33
3900;23;5;2000;1:28:30AM;7.48;46;31
3901;23;5;2000;1:30:00AM;5.12;31;46
3902;23;5;2000;1:31:30AM;8.66;44;31
3903;23;5;2000;1:33:00AM;3.54;22;44
3904;23;5;2000;1:34:30AM;5.91;33;22
3905;23;5;2000;1:36:00AM;5.91;32;33
3906;23;5;2000;1:37:30AM;7.87;37;32
3907;23;5;2000;1:39:00AM;4.33;24;37
3908;23;5;2000;1:40:30AM;2.76;18;24
3909;23;5;2000;1:42:00AM;4.72;31;18
3910;23;5;2000;1:43:30AM;4.72;31;31
3911;23;5;2000;1:45:00AM;4.72;25;31
3912;23;5;2000;1:46:30AM;5.51;33;25
3913;23;5;2000;1:48:00AM;6.3;33;33
3914;23;5;2000;1:49:30AM;5.12;28;33
3915;23;5;2000;1:51:00AM;5.51;33;28
3916;23;5;2000;1:52:30AM;1.97;14;33
3917;23;5;2000;1:54:00AM;3.54;25;14
3918;23;5;2000;1:55:30AM;4.72;22;25
3919;23;5;2000;1:57:00AM;4.33;30;22
3920;23;5;2000;1:58:30AM;2.76;16;30
3921;23;5;2000;2:00:00AM;5.12;26;16
3922;23;5;2000;2:01:30AM;3.54;22;26
3923;23;5;2000;2:03:00AM;4.72;28;22
3924;23;5;2000;2:04:30AM;2.76;18;28
3925;23;5;2000;2:06:00AM;3.94;21;18
3926;23;5;2000;2:07:30AM;3.94;20;21
3927;23;5;2000;2:09:00AM;5.91;31;20
3928;23;5;2000;2:10:30AM;3.54;20;31
3929;23;5;2000;2:12:00AM;4.33;25;20
3930;23;5;2000;2:13:30AM;2.36;14;25
3931;23;5;2000;2:15:00AM;4.33;27;14
3932;23;5;2000;2:16:30AM;3.15;20;27
3933;23;5;2000;2:18:00AM;3.15;23;20
3934;23;5;2000;2:19:30AM;1.18;8;23
3935;23;5;2000;2:21:00AM;3.54;22;8
3936;23;5;2000;2:22:30AM;1.57;12;22
3937;23;5;2000;2:24:00AM;3.94;21;12
3938;23;5;2000;2:25:30AM;1.57;12;21
3939;23;5;2000;2:27:00AM;5.12;30;12
3940;23;5;2000;2:28:30AM;3.15;20;30
3941;23;5;2000;2:30:00AM;3.54;22;20
3942;23;5;2000;2:31:30AM;4.33;25;22
3943;23;5;2000;2:33:00AM;3.15;19;25
3944;23;5;2000;2:34:30AM;1.18;8;19
3945;23;5;2000;2:36:00AM;3.15;22;8
3946;23;5;2000;2:37:30AM;3.94;20;22
3947;23;5;2000;2:39:00AM;2.76;23;20
3948;23;5;2000;2:40:30AM;1.97;12;23
3949;23;5;2000;2:42:00AM;4.33;28;12
3950;23;5;2000;2:43:30AM;2.36;13;28
3951;23;5;2000;2:45:00AM;3.54;22;13
3952;23;5;2000;2:46:30AM;1.57;11;22
3953;23;5;2000;2:48:00AM;3.54;23;11
3954;23;5;2000;2:49:30AM;3.15;18;23
3955;23;5;2000;2:51:00AM;3.15;21;18
3956;23;5;2000;2:52:30AM;2.36;16;21
3957;23;5;2000;2:54:00AM;2.36;14;16
3958;23;5;2000;2:55:30AM;1.97;12;14
3959;23;5;2000;2:57:00AM;3.94;24;12
3960;23;5;2000;2:58:30AM;2.76;19;24
3961;23;5;2000;3:00:00AM;2.36;16;19
3962;23;5;2000;3:01:30AM;2.76;17;16
3963;23;5;2000;3:03:00AM;3.15;18;17
3964;23;5;2000;3:04:30AM;1.97;14;18
3965;23;5;2000;3:06:00AM;1.97;13;14
3966;23;5;2000;3:07:30AM;2.36;16;13
3967;23;5;2000;3:09:00AM;2.76;18;16
3968;23;5;2000;3:10:30AM;3.54;20;18
3969;23;5;2000;3:12:00AM;2.76;16;20
3970;23;5;2000;3:13:30AM;1.97;14;16
3971;23;5;2000;3:15:00AM;2.36;13;14
3972;23;5;2000;3:16:30AM;1.97;13;13
3973;23;5;2000;3:18:00AM;2.36;17;13
3974;23;5;2000;3:19:30AM;1.18;7;17
3975;23;5;2000;3:21:00AM;1.18;9;7
3976;23;5;2000;3:22:30AM;0.79;9;9
3977;23;5;2000;3:24:00AM;2.76;16;9
3978;23;5;2000;3:25:30AM;2.36;15;16
3979;23;5;2000;3:27:00AM;1.18;6;15
3980;23;5;2000;3:28:30AM;2.76;14;6
3981;23;5;2000;3:30:00AM;2.76;16;14
3982;23;5;2000;3:31:30AM;1.18;11;16
3983;23;5;2000;3:33:00AM;2.76;15;11
3984;23;5;2000;3:34:30AM;2.76;21;15
3985;23;5;2000;3:36:00AM;1.18;8;21
3986;23;5;2000;3:37:30AM;1.97;14;8
3987;23;5;2000;3:39:00AM;1.57;10;14
3988;23;5;2000;3:40:30AM;1.18;10;10
3989;23;5;2000;3:42:00AM;6.3;11;10
3990;23;5;2000;3:43:30AM;1.97;12;11
3991;23;5;2000;3:45:00AM;1.57;12;12
3992;23;5;2000;3:46:30AM;1.18;8;12
3993;23;5;2000;3:48:00AM;0.39;4;8
3994;23;5;2000;3:49:30AM;1.57;10;4
3995;23;5;2000;3:51:00AM;1.97;13;10
3996;23;5;2000;3:52:30AM;2.36;17;13
3997;23;5;2000;3:54:00AM;1.57;8;17
3998;23;5;2000;3:55:30AM;3.15;22;8
3999;23;5;2000;3:57:00AM;1.57;11;22
4000;23;5;2000;3:58:30AM;2.76;15;11
4001;23;5;2000;4:00:00AM;2.76;18;15
4002;23;5;2000;4:01:30AM;4.33;25;18
4003;23;5;2000;4:03:00AM;1.18;9;25
4004;23;5;2000;4:04:30AM;2.76;19;9
4005;23;5;2000;4:06:00AM;1.18;9;19
4006;23;5;2000;4:07:30AM;3.54;22;9
4007;23;5;2000;4:09:00AM;2.36;15;22
4008;23;5;2000;4:10:30AM;2.76;17;15
4009;23;5;2000;4:12:00AM;1.97;12;17
4010;23;5;2000;4:13:30AM;2.36;16;12
4011;23;5;2000;4:15:00AM;1.57;10;16
4012;23;5;2000;4:16:30AM;1.57;10;10
4013;23;5;2000;4:18:00AM;1.57;13;10
4014;23;5;2000;4:19:30AM;1.97;14;13
4015;23;5;2000;4:21:00AM;1.18;8;14
4016;23;5;2000;4:22:30AM;2.76;16;8
4017;23;5;2000;4:24:00AM;1.18;9;16
4018;23;5;2000;4:25:30AM;1.57;11;9
4019;23;5;2000;4:27:00AM;1.57;11;11
4020;23;5;2000;4:28:30AM;2.36;17;11
4021;23;5;2000;4:30:00AM;1.57;8;17
4022;23;5;2000;4:31:30AM;2.76;19;8
4023;23;5;2000;4:33:00AM;1.18;9;19
4024;23;5;2000;4:34:30AM;1.97;14;9
4025;23;5;2000;4:36:00AM;3.94;14;14
4026;23;5;2000;4:37:30AM;1.97;14;14
4027;23;5;2000;4:39:00AM;1.97;9;14
4028;23;5;2000;4:40:30AM;3.15;19;9
4029;23;5;2000;4:42:00AM;3.15;17;19
4030;23;5;2000;4:43:30AM;3.54;22;17
4031;23;5;2000;4:45:00AM;0.79;6;22
4032;23;5;2000;4:46:30AM;1.97;11;6
4033;23;5;2000;4:48:00AM;1.57;7;11
4034;23;5;2000;4:49:30AM;3.54;21;7
4035;23;5;2000;4:51:00AM;3.54;16;21
4036;23;5;2000;4:52:30AM;3.54;22;16
4037;23;5;2000;4:54:00AM;3.94;21;22
4038;23;5;2000;4:55:30AM;3.54;20;21
4039;23;5;2000;4:57:00AM;2.36;16;20
4040;23;5;2000;4:58:30AM;0.79;7;16
4041;23;5;2000;5:00:00AM;1.57;11;7
4042;23;5;2000;5:01:30AM;2.76;15;11
4043;23;5;2000;5:03:00AM;3.15;19;15
4044;23;5;2000;5:04:30AM;4.72;22;19
4045;23;5;2000;5:06:00AM;4.72;20;22
4046;23;5;2000;5:07:30AM;1.57;10;20
4047;23;5;2000;5:09:00AM;3.54;20;10
4048;23;5;2000;5:10:30AM;3.94;19;20
4049;23;5;2000;5:12:00AM;3.15;20;19
4050;23;5;2000;5:13:30AM;3.15;17;20
4051;23;5;2000;5:15:00AM;4.72;29;17
4052;23;5;2000;5:16:30AM;5.12;29;29
4053;23;5;2000;5:18:00AM;1.57;10;29
4054;23;5;2000;5:19:30AM;5.91;23;10
4055;23;5;2000;5:21:00AM;3.54;23;23
4056;23;5;2000;5:22:30AM;6.3;33;23
4057;23;5;2000;5:24:00AM;4.72;24;33
4058;23;5;2000;5:25:30AM;7.87;37;24
4059;23;5;2000;5:27:00AM;5.12;29;37
4060;23;5;2000;5:28:30AM;1.57;12;29
4061;23;5;2000;5:30:00AM;3.54;23;12
4062;23;5;2000;5:31:30AM;7.09;27;23
4063;23;5;2000;5:33:00AM;5.91;29;27
4064;23;5;2000;5:34:30AM;12.21;35;29
4065;23;5;2000;5:36:00AM;5.51;25;35
4066;23;5;2000;5:37:30AM;13.39;32;25
4067;23;5;2000;5:39:00AM;7.09;32;32
4068;23;5;2000;5:40:30AM;5.91;30;32
4069;23;5;2000;5:42:00AM;4.72;28;30
4070;23;5;2000;5:43:30AM;7.48;33;28
4071;23;5;2000;5:45:00AM;8.66;41;33
4072;23;5;2000;5:46:30AM;11.02;45;41
4073;23;5;2000;5:48:00AM;7.09;40;45
4074;23;5;2000;5:49:30AM;7.09;37;40
4075;23;5;2000;5:51:00AM;6.69;35;37
4076;23;5;2000;5:52:30AM;13.78;24;35
4077;23;5;2000;5:54:00AM;7.87;41;24
4078;23;5;2000;5:55:30AM;17.72;41;41
4079;23;5;2000;5:57:00AM;8.27;43;41
4080;23;5;2000;5:58:30AM;6.3;38;43
4081;23;5;2000;6:00:00AM;7.48;38;38
4082;23;5;2000;6:01:30AM;5.51;29;38
4083;23;5;2000;6:03:00AM;14.17;56;29
4084;23;5;2000;6:04:30AM;18.11;38;56
4085;23;5;2000;6:06:00AM;10.24;44;38
4086;23;5;2000;6:07:30AM;12.6;48;44
4087;23;5;2000;6:09:00AM;19.29;51;48
4088;23;5;2000;6:10:30AM;21.26;47;51
4089;23;5;2000;6:12:00AM;12.99;50;47
4090;23;5;2000;6:13:30AM;13.78;59;50
4091;23;5;2000;6:15:00AM;11.81;50;59
4092;23;5;2000;6:16:30AM;11.02;48;50
4093;23;5;2000;6:18:00AM;16.14;74;48
4094;23;5;2000;6:19:30AM;12.21;57;74
4095;23;5;2000;6:21:00AM;27.17;85;57
4096;23;5;2000;6:22:30AM;14.57;49;85
4097;23;5;2000;6:24:00AM;53.55;57;49
4098;23;5;2000;6:25:30AM;8.66;45;57
4099;23;5;2000;6:27:00AM;15.36;62;45
4100;23;5;2000;6:28:30AM;37.01;80;62
4101;23;5;2000;6:30:00AM;19.69;65;80
4102;23;5;2000;6:31:30AM;22.44;70;65
4103;23;5;2000;6:33:00AM;49.22;79;70
4104;23;5;2000;6:34:30AM;33.47;70;79
4105;23;5;2000;6:36:00AM;35.44;67;70
4106;23;5;2000;6:37:30AM;35.04;67;67
4107;23;5;2000;6:39:00AM;33.47;86;67
4108;23;5;2000;6:40:30AM;61.82;54;86
4109;23;5;2000;6:42:00AM;38.98;61;54
4110;23;5;2000;6:43:30AM;36.62;84;61
4111;23;5;2000;6:45:00AM;29.53;89;84
